gi_number	country	geo_loc	collection_year	host	comment	isolate
EU267765	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Wg26
EU267766	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Wg27
EU267767	China	Hunan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Wg430
EU267768	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Wg432
EU267769	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Xx33
EU267770	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Xx34
EU267771	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Xx35
EU267773	China	Jiangsu	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Jiangsu Wx1
EU267774	China	Jiangsu	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Jiangsu Wx32
EU267775	China	Jiangsu	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Jiangsu Yc37
EU267776	China	Jiangsu	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Jiangsu Yc58
JF819597	China	Yunnan	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1006D
JF819598	China	Yunnan	2010	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1007H
JF819599	China	Yunnan	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1008D
JF819600	China	Yunnan	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1005D
JF819601	China	Yunnan	2010	Bos	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1003C
JF819602	China	Yunnan	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1004D
MH141794	China	Henan province	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN10
MH141795	China	Henan province	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN17
MH141796	China	Henan province	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN19
MH141797	China	Henan province	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN27
MH141798	China	Henan province	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN68
MH141799	China	Henan province	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN74
MH141800	China	Henan province	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN75
MH141801	China	Henan province	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN78
KC792242	China	-	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RV342
DQ666287	China	Guangxi	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guangxi_Yl66
DQ666291	China	Guizhou	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guizhou_A148
DQ666294	China	Guizhou	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guizhou_Qx1
DQ666295	China	Guizhou	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guizhou_Qx2
DQ666296	China	Guizhou	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guizhou_Qx5
DQ666297	China	Henan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan_Hb10
DQ666298	China	Henan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan_Sq6
DQ666299	China	Henan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan_Sq9
DQ666300	China	Henan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan_Sq10
DQ666302	China	Henan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan_Sq21
DQ666304	China	Henan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan_Sq35
DQ666306	China	Henan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan_Sq59
DQ666307	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_DK13
DQ666308	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Wg12
DQ666309	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Wg13
DQ666311	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Wg26
DQ666312	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Wg27
DQ666314	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Wg407
DQ666315	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Wg430
DQ666316	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Wg432
DQ666317	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Xx33
DQ666318	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Xx34
DQ666319	China	Hunan  	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan_Xx35
DQ666321	China	Jiangsu	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Jiangsu_Wx1
EF556197	China	Zhejiang	2007	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Zhejiang Wz0(H)
EF611081	China	Hubei	2007	buffalo	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	hubei070308
AF374721	India	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	-
DQ515993	China	Hunan province	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HuNDN16
DQ866107	China	Baise	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GX074
DQ866113	China	Guigang	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GX219
DQ866115	China	Hechi	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBM
DQ866117	China	Fangchenggang	2004	Bos	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GX304
DQ866118	China	Baise	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS
EU008919	China	Hunan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB11
EU008920	China	Hunan	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB12
EU008921	China	Hunan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB18
EU008922	China	Hunan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB28
EU008923	China	Hunan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB33
EU095330	China	Yunnan	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Yunnan_Md06
EU267777	China	Hebei	2007	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hebei0(H)
HM486348	China	Jiangsu	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CJS0523D
HM486349	China	Jiangsu	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CJS0635D
HM486350	China	Jiangsu	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CJS0622D
HM486351	China	Jiangsu	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CJS0629D
HM486352	China	Jiangsu	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CJS0636D
HM486353	China	Jiangsu	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CJS0538D
HM486354	China	Jiangsu	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CJS0639D
HM486360	China	Anhui	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CAH0501D
HM486363	China	Jiangsu	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CJS0634D
HM486376	China	Shandong	2008	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CSD0801D
HM486377	China	Shandong	2008	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CSD0803D
HM486378	China	Shandong	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CSD0711D
JF819611	China	Jinghong	2009	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN0919D
JF819619	China	Puer	2010	Bos	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1003C
JF819620	China	Puer	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1004D
JF819621	China	Xunawei	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1005D
JF819623	China	Mojiang	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1006D
JF819624	China	Jinping	2010	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CYN1007H
AB154208	Indonesia	Bukittinggi	2001	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC01-68
AB154209	Indonesia	Bukittinggi	2001	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC01-74
AB154210	Indonesia	Bukittinggi	2001	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC01-75
AB154211	Indonesia	Bukittinggi	2002	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC02-82
AB154212	Indonesia	Bukittinggi	2001	Bos	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC01-73
AB154213	Indonesia	Bukittinggi	2001	Paradoxurus hermaphroditus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC01-66
AB154214	Indonesia	Bukittinggi	2001	Cervidae	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC01-65
AB154215	Indonesia	Ende	2001	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	FL01-06
AB154216	Indonesia	-	-	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	FL01-08
AB154217	Indonesia	Sikka	2002	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	FL02-10
AB154218	Indonesia	Flores	1997	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	FL97-01
AB154220	Indonesia	Cirebon	1997	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	JA97-05
AB154221	Indonesia	-	2000	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	KL00-18
AB154222	Indonesia	-	-	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	FL01-27
AB154223	Indonesia	-	1997	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	KL97-03
AB154224	Indonesia	Bukittinggi	2002	-	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC02-87
AB154225	Indonesia	Pesisir Selatan	2000	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC00-12
AB154226	Indonesia	Padang	2000	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SC00-36
